W/N    s1 (IGS-EU0) s2 (EU0_MA1) s3 (IGS-MA1)  ro12       ro13        ro23
1236    1,047714    0,888903    0,634327    -0,797518    -0,534106    -0,084077
1237    0,689766    0,697615    0,683293    -0,514926    -0,483756    -0,501157
1238    1,430255    0,922115    0,956653    -0,750929    -0,771243    0,158788
1239    1,255742    0,824621    1,243293    -0,343362    -0,782276    -0,316455
1240    1,599143    0,705639    1,661837    -0,130041    -0,907057    -0,299478
1241    0,988677    1,293202    1,463000    -0,199241    -0,499671    -0,749294
1242    1,124870    0,673300    0,921593    -0,573912    -0,801282    -0,030083
1243    1,685274    1,012770    0,878087    -0,906616    -0,873581    0,586645
1244    2,695744    1,626699    1,161481    -0,976491    -0,953341    0,865854
1245    1,455259    0,912140    0,756013    -0,895820    -0,844093    0,517860
1246    2,126221    0,951801    1,377733    -0,871800    -0,940995    0,654581
1247    2,175571    1,040726    1,315464    -0,902267    -0,940018    0,701060
1248    2,505269    1,372643    1,428882    -0,889663    -0,898660    0,599211
1249    1,185649    1,335077    0,546707    -0,912643    0,059995    -0,462775
1250    2,381774    2,210424    0,661070    -0,961285    -0,388655    0,119713
1251    1,567088    1,326388    0,615032    -0,922945    -0,557539    0,195027
1252    1,065937    0,392994    1,192197    0,155961    -0,945506    -0,469083
1253    1,009125    0,830412    1,094113    -0,304797    -0,690987    -0,477860
1254    1,100000    1,045725    0,653994    -0,815368    -0,378212    -0,227556
1255    0,984745    0,483190    0,901465    -0,410404    -0,872404    -0,087687
1256    1,970406    1,079062    1,319801    -0,777212    -0,857513    0,342749
1257    1,617805    0,902196    0,957209    -0,861551    -0,878091    0,513602
1258    2,524780    0,661858    2,137350    -0,671528    -0,973320    0,483590
1259    1,479539    1,444658    1,068713    -0,733107    -0,393418    -0,336852
1260    2,567749    1,890051    0,972433    -0,949894    -0,794298    0,564602
1261    3,887132    1,162433    2,863164    -0,914383    -0,986399    0,835403
1262    2,712164    0,822091    2,678541    -0,192202    -0,953563    -0,112303
1263    0,953029    0,581246    0,792762    -0,557492    -0,793414    -0,062996
